"","country","year","sex","age","suicides_no","population","suicides_per_100k","HDI.for.year","gdp_for_year","gdp_per_capita"
"365","Antigua and Barbuda",2007,"female","5-14",0,8555,0,NA,1311401333,15775
"366","Antigua and Barbuda",2007,"female","55-74",0,4400,0,NA,1311401333,15775
"367","Antigua and Barbuda",2007,"female","75+",0,1568,0,NA,1311401333,15775
"368","Antigua and Barbuda",2007,"male","15-24",0,7330,0,NA,1311401333,15775
"369","Antigua and Barbuda",2007,"male","25-34",0,6267,0,NA,1311401333,15775
"370","Antigua and Barbuda",2007,"male","5-14",0,8564,0,NA,1311401333,15775
"371","Antigua and Barbuda",2007,"male","55-74",0,3988,0,NA,1311401333,15775
"372","Antigua and Barbuda",2007,"male","75+",0,1094,0,NA,1311401333,15775
"373","Antigua and Barbuda",2008,"female","15-24",0,8108,0,NA,1368431037,16238
"374","Antigua and Barbuda",2008,"female","25-34",0,6910,0,NA,1368431037,16238
"375","Antigua and Barbuda",2008,"female","35-54",0,14278,0,NA,1368431037,16238
"376","Antigua and Barbuda",2008,"female","5-14",0,8537,0,NA,1368431037,16238
"377","Antigua and Barbuda",2008,"female","55-74",0,4587,0,NA,1368431037,16238
"378","Antigua and Barbuda",2008,"female","75+",0,1567,0,NA,1368431037,16238
"379","Antigua and Barbuda",2008,"male","15-24",0,7404,0,NA,1368431037,16238
"380","Antigua and Barbuda",2008,"male","25-34",0,6274,0,NA,1368431037,16238
"381","Antigua and Barbuda",2008,"male","35-54",0,12782,0,NA,1368431037,16238
"382","Antigua and Barbuda",2008,"male","5-14",0,8599,0,NA,1368431037,16238
"383","Antigua and Barbuda",2008,"male","55-74",0,4158,0,NA,1368431037,16238
"384","Antigua and Barbuda",2008,"male","75+",0,1069,0,NA,1368431037,16238
"385","Antigua and Barbuda",2009,"female","15-24",0,8199,0,NA,1224253000,14335
"386","Antigua and Barbuda",2009,"female","25-34",0,6917,0,NA,1224253000,14335
"387","Antigua and Barbuda",2009,"female","35-54",0,14629,0,NA,1224253000,14335
"388","Antigua and Barbuda",2009,"female","5-14",0,8514,0,NA,1224253000,14335
"389","Antigua and Barbuda",2009,"female","55-74",0,4793,0,NA,1224253000,14335
"390","Antigua and Barbuda",2009,"female","75+",0,1571,0,NA,1224253000,14335
"391","Antigua and Barbuda",2009,"male","15-24",0,7489,0,NA,1224253000,14335
"392","Antigua and Barbuda",2009,"male","25-34",0,6325,0,NA,1224253000,14335
"393","Antigua and Barbuda",2009,"male","35-54",0,12978,0,NA,1224253000,14335
"394","Antigua and Barbuda",2009,"male","5-14",0,8599,0,NA,1224253000,14335
"395","Antigua and Barbuda",2009,"male","55-74",0,4349,0,NA,1224253000,14335
"396","Antigua and Barbuda",2009,"male","75+",0,1042,0,NA,1224253000,14335
"397","Antigua and Barbuda",2012,"female","15-24",0,8435,0,0.781,1211411704,13657
"398","Antigua and Barbuda",2012,"female","25-34",0,7215,0,0.781,1211411704,13657
"399","Antigua and Barbuda",2012,"female","35-54",0,15193,0,0.781,1211411704,13657
"400","Antigua and Barbuda",2012,"female","5-14",0,8401,0,0.781,1211411704,13657
"401","Antigua and Barbuda",2012,"female","55-74",0,5512,0,0.781,1211411704,13657
"402","Antigua and Barbuda",2012,"female","75+",0,1625,0,0.781,1211411704,13657
"403","Antigua and Barbuda",2012,"male","15-24",0,7893,0,0.781,1211411704,13657
"404","Antigua and Barbuda",2012,"male","25-34",0,6629,0,0.781,1211411704,13657
"405","Antigua and Barbuda",2012,"male","35-54",0,13280,0,0.781,1211411704,13657
"406","Antigua and Barbuda",2012,"male","5-14",0,8475,0,0.781,1211411704,13657
"407","Antigua and Barbuda",2012,"male","55-74",0,4994,0,0.781,1211411704,13657
"408","Antigua and Barbuda",2012,"male","75+",0,1051,0,0.781,1211411704,13657
"409","Antigua and Barbuda",2013,"female","15-24",0,8494,0,0.781,1192925407,13287
"410","Antigua and Barbuda",2013,"female","25-34",0,7397,0,0.781,1192925407,13287
"411","Antigua and Barbuda",2013,"female","35-54",0,15236,0,0.781,1192925407,13287
"412","Antigua and Barbuda",2013,"female","5-14",0,8353,0,0.781,1192925407,13287
"413","Antigua and Barbuda",2013,"female","55-74",0,5787,0,0.781,1192925407,13287
"414","Antigua and Barbuda",2013,"female","75+",0,1652,0,0.781,1192925407,13287
"415","Antigua and Barbuda",2013,"male","15-24",0,8061,0,0.781,1192925407,13287
"416","Antigua and Barbuda",2013,"male","25-34",0,6782,0,0.781,1192925407,13287
"417","Antigua and Barbuda",2013,"male","35-54",0,13302,0,0.781,1192925407,13287
"418","Antigua and Barbuda",2013,"male","5-14",0,8405,0,0.781,1192925407,13287
"419","Antigua and Barbuda",2013,"male","55-74",0,5238,0,0.781,1192925407,13287
"420","Antigua and Barbuda",2013,"male","75+",0,1072,0,0.781,1192925407,13287
"421","Antigua and Barbuda",2014,"female","15-24",0,8537,0,0.783,1280133333,14093
"422","Antigua and Barbuda",2014,"female","25-34",0,7578,0,0.783,1280133333,14093
"423","Antigua and Barbuda",2014,"female","35-54",0,15273,0,0.783,1280133333,14093
"424","Antigua and Barbuda",2014,"female","5-14",0,8296,0,0.783,1280133333,14093
"425","Antigua and Barbuda",2014,"female","55-74",0,6085,0,0.783,1280133333,14093
"426","Antigua and Barbuda",2014,"female","75+",0,1686,0,0.783,1280133333,14093
"427","Antigua and Barbuda",2014,"male","15-24",0,8208,0,0.783,1280133333,14093
"428","Antigua and Barbuda",2014,"male","25-34",0,6928,0,0.783,1280133333,14093
"429","Antigua and Barbuda",2014,"male","35-54",0,13325,0,0.783,1280133333,14093
"430","Antigua and Barbuda",2014,"male","5-14",0,8335,0,0.783,1280133333,14093
"431","Antigua and Barbuda",2014,"male","55-74",0,5503,0,0.783,1280133333,14093
"432","Antigua and Barbuda",2014,"male","75+",0,1083,0,0.783,1280133333,14093
"433","Antigua and Barbuda",2015,"female","55-74",1,6403,15.62,NA,1364863037,14853
"434","Antigua and Barbuda",2015,"female","15-24",0,8561,0,NA,1364863037,14853
"435","Antigua and Barbuda",2015,"female","25-34",0,7740,0,NA,1364863037,14853
"436","Antigua and Barbuda",2015,"female","35-54",0,15323,0,NA,1364863037,14853
"437","Antigua and Barbuda",2015,"female","5-14",0,8239,0,NA,1364863037,14853
"438","Antigua and Barbuda",2015,"female","75+",0,1724,0,NA,1364863037,14853
"439","Antigua and Barbuda",2015,"male","15-24",0,8331,0,NA,1364863037,14853
"440","Antigua and Barbuda",2015,"male","25-34",0,7059,0,NA,1364863037,14853
"441","Antigua and Barbuda",2015,"male","35-54",0,13370,0,NA,1364863037,14853
"442","Antigua and Barbuda",2015,"male","5-14",0,8268,0,NA,1364863037,14853
"443","Antigua and Barbuda",2015,"male","55-74",0,5784,0,NA,1364863037,14853
"444","Antigua and Barbuda",2015,"male","75+",0,1087,0,NA,1364863037,14853
"445","Argentina",1993,"male","75+",229,413600,55.37,NA,236741715015,7768
"446","Argentina",1993,"male","55-74",520,2171500,23.95,NA,236741715015,7768
"447","Argentina",1993,"male","35-54",495,3672300,13.48,NA,236741715015,7768
"448","Argentina",1993,"male","25-34",233,2336300,9.97,NA,236741715015,7768
"449","Argentina",1993,"female","75+",58,698400,8.3,NA,236741715015,7768
"450","Argentina",1993,"male","15-24",235,2932300,8.01,NA,236741715015,7768
"451","Argentina",1993,"female","55-74",126,2568300,4.91,NA,236741715015,7768
"452","Argentina",1993,"female","35-54",144,3820400,3.77,NA,236741715015,7768
"453","Argentina",1993,"female","25-34",76,2347800,3.24,NA,236741715015,7768
"454","Argentina",1993,"female","15-24",73,2879300,2.54,NA,236741715015,7768
"455","Argentina",1993,"male","5-14",25,3367500,0.74,NA,236741715015,7768
"456","Argentina",1993,"female","5-14",16,3269800,0.49,NA,236741715015,7768
"457","Argentina",1994,"male","75+",192,423100,45.38,NA,2.5744e+11,8328
"458","Argentina",1994,"male","55-74",509,2192500,23.22,NA,2.5744e+11,8328
"459","Argentina",1994,"male","35-54",527,3729600,14.13,NA,2.5744e+11,8328
"460","Argentina",1994,"male","25-34",226,2369000,9.54,NA,2.5744e+11,8328
"461","Argentina",1994,"male","15-24",250,3027200,8.26,NA,2.5744e+11,8328
"462","Argentina",1994,"female","55-74",135,2597400,5.2,NA,2.5744e+11,8328
"463","Argentina",1994,"female","75+",34,719700,4.72,NA,2.5744e+11,8328
"464","Argentina",1994,"female","35-54",160,3885600,4.12,NA,2.5744e+11,8328
"465","Argentina",1994,"female","15-24",98,2971300,3.3,NA,2.5744e+11,8328
"466","Argentina",1994,"female","25-34",72,2369900,3.04,NA,2.5744e+11,8328
"467","Argentina",1994,"male","5-14",27,3363000,0.8,NA,2.5744e+11,8328
"468","Argentina",1994,"female","5-14",11,3262900,0.34,NA,2.5744e+11,8328
"469","Argentina",1995,"male","75+",190,433800,43.8,0.731,258031750000,8232
"470","Argentina",1995,"male","55-74",515,2214000,23.26,0.731,258031750000,8232
"471","Argentina",1995,"male","35-54",485,3787800,12.8,0.731,258031750000,8232
"472","Argentina",1995,"male","25-34",218,2404900,9.06,0.731,258031750000,8232
"473","Argentina",1995,"male","15-24",277,3112100,8.9,0.731,258031750000,8232
"474","Argentina",1995,"female","75+",49,742200,6.6,0.731,258031750000,8232
"475","Argentina",1995,"female","55-74",134,2625900,5.1,0.731,258031750000,8232
"476","Argentina",1995,"female","35-54",139,3950100,3.52,0.731,258031750000,8232
"477","Argentina",1995,"female","15-24",101,3053300,3.31,0.731,258031750000,8232
"478","Argentina",1995,"female","25-34",62,2396900,2.59,0.731,258031750000,8232
"479","Argentina",1995,"female","5-14",19,3261100,0.58,0.731,258031750000,8232
"480","Argentina",1995,"male","5-14",15,3363300,0.45,0.731,258031750000,8232
"481","Argentina",1996,"male","75+",189,445800,42.4,NA,272149750000,8563
"482","Argentina",1996,"male","55-74",464,2235900,20.75,NA,272149750000,8563
"483","Argentina",1996,"male","35-54",524,3847300,13.62,NA,272149750000,8563
"484","Argentina",1996,"male","25-34",226,2442900,9.25,NA,272149750000,8563
"485","Argentina",1996,"male","15-24",280,3185600,8.79,NA,272149750000,8563
"486","Argentina",1996,"female","75+",59,766100,7.7,NA,272149750000,8563
"487","Argentina",1996,"female","55-74",131,2653800,4.94,NA,272149750000,8563
"488","Argentina",1996,"female","35-54",176,4014100,4.38,NA,272149750000,8563
"489","Argentina",1996,"female","15-24",105,3123600,3.36,NA,272149750000,8563
"490","Argentina",1996,"female","25-34",52,2428400,2.14,NA,272149750000,8563
"491","Argentina",1996,"male","5-14",14,3370400,0.42,NA,272149750000,8563
"492","Argentina",1996,"female","5-14",9,3266800,0.28,NA,272149750000,8563
"493","Argentina",1997,"male","75+",195,490152,39.78,NA,2.92859e+11,9057
"494","Argentina",1997,"male","55-74",457,2252148,20.29,NA,2.92859e+11,9057
"495","Argentina",1997,"male","35-54",501,3934581,12.73,NA,2.92859e+11,9057
"496","Argentina",1997,"male","25-34",213,2460112,8.66,NA,2.92859e+11,9057
"497","Argentina",1997,"male","15-24",260,3198193,8.13,NA,2.92859e+11,9057
"498","Argentina",1997,"female","75+",47,854095,5.5,NA,2.92859e+11,9057
"499","Argentina",1997,"female","55-74",131,2668528,4.91,NA,2.92859e+11,9057
"500","Argentina",1997,"female","35-54",165,4083427,4.04,NA,2.92859e+11,9057
"501","Argentina",1997,"female","15-24",113,3161000,3.57,NA,2.92859e+11,9057
"502","Argentina",1997,"female","25-34",72,2474330,2.91,NA,2.92859e+11,9057
"503","Argentina",1997,"male","5-14",19,3429860,0.55,NA,2.92859e+11,9057
"504","Argentina",1997,"female","5-14",11,3327355,0.33,NA,2.92859e+11,9057
"505","Argentina",1998,"male","75+",201,504164,39.87,NA,298948250000,9126
"506","Argentina",1998,"male","55-74",518,2274972,22.77,NA,298948250000,9126
"507","Argentina",1998,"male","35-54",508,3990829,12.73,NA,298948250000,9126
"508","Argentina",1998,"male","15-24",327,3243944,10.08,NA,298948250000,9126
"509","Argentina",1998,"male","25-34",251,2497189,10.05,NA,298948250000,9126
"510","Argentina",1998,"female","75+",53,883724,6,NA,298948250000,9126
"511","Argentina",1998,"female","55-74",140,2696429,5.19,NA,298948250000,9126
"512","Argentina",1998,"female","15-24",114,3200362,3.56,NA,298948250000,9126
"513","Argentina",1998,"female","35-54",147,4143203,3.55,NA,298948250000,9126
"514","Argentina",1998,"female","25-34",52,2512005,2.07,NA,298948250000,9126
"515","Argentina",1998,"female","5-14",20,3353473,0.6,NA,298948250000,9126
"516","Argentina",1998,"male","5-14",16,3456965,0.46,NA,298948250000,9126
"517","Argentina",1999,"male","75+",204,515800,39.55,NA,2.83523e+11,8546
"518","Argentina",1999,"male","55-74",540,2301840,23.46,NA,2.83523e+11,8546
"519","Argentina",1999,"male","35-54",545,4045105,13.47,NA,2.83523e+11,8546
"520","Argentina",1999,"male","15-24",355,3279728,10.82,NA,2.83523e+11,8546
"521","Argentina",1999,"male","25-34",265,2543861,10.42,NA,2.83523e+11,8546
"522","Argentina",1999,"female","55-74",137,2727054,5.02,NA,2.83523e+11,8546
"523","Argentina",1999,"female","75+",44,912898,4.82,NA,2.83523e+11,8546
"524","Argentina",1999,"female","35-54",141,4200203,3.36,NA,2.83523e+11,8546
"525","Argentina",1999,"female","15-24",101,3229424,3.13,NA,2.83523e+11,8546
"526","Argentina",1999,"female","25-34",50,2559176,1.95,NA,2.83523e+11,8546
"527","Argentina",1999,"male","5-14",21,3482230,0.6,NA,2.83523e+11,8546
"528","Argentina",1999,"female","5-14",20,3377543,0.59,NA,2.83523e+11,8546
"529","Argentina",2000,"male","75+",232,525161,44.18,0.762,284203750000,8462
"530","Argentina",2000,"male","55-74",602,2333377,25.8,0.762,284203750000,8462
"531","Argentina",2000,"male","35-54",578,4096814,14.11,0.762,284203750000,8462
"532","Argentina",2000,"male","15-24",463,3306109,14,0.762,284203750000,8462
"533","Argentina",2000,"male","25-34",331,2602314,12.72,0.762,284203750000,8462
"534","Argentina",2000,"female","55-74",133,2760512,4.82,0.762,284203750000,8462
"535","Argentina",2000,"female","75+",43,941957,4.56,0.762,284203750000,8462
"536","Argentina",2000,"female","35-54",174,4253771,4.09,0.762,284203750000,8462
"537","Argentina",2000,"female","15-24",116,3249247,3.57,0.762,284203750000,8462
"538","Argentina",2000,"female","25-34",63,2617723,2.41,0.762,284203750000,8462
"539","Argentina",2000,"female","5-14",21,3396135,0.62,0.762,284203750000,8462
"540","Argentina",2000,"male","5-14",18,3502413,0.51,0.762,284203750000,8462
"541","Argentina",2001,"male","75+",250,547473,45.66,NA,268696750000,7900
"542","Argentina",2001,"male","55-74",659,2358654,27.94,NA,268696750000,7900
"543","Argentina",2001,"male","15-24",518,3325440,15.58,NA,268696750000,7900
"544","Argentina",2001,"male","35-54",625,4145861,15.08,NA,268696750000,7900
"545","Argentina",2001,"male","25-34",375,2675285,14.02,NA,268696750000,7900
"546","Argentina",2001,"female","75+",57,978346,5.83,NA,268696750000,7900
"547","Argentina",2001,"female","15-24",166,3262682,5.09,NA,268696750000,7900
"548","Argentina",2001,"female","55-74",137,2788628,4.91,NA,268696750000,7900
"549","Argentina",2001,"female","35-54",210,4306817,4.88,NA,268696750000,7900
"550","Argentina",2001,"female","25-34",82,2690206,3.05,NA,268696750000,7900
"551","Argentina",2001,"male","5-14",29,3519935,0.82,NA,268696750000,7900
"552","Argentina",2001,"female","5-14",24,3411619,0.7,NA,268696750000,7900
"553","Argentina",2002,"male","75+",234,566447,41.31,NA,97724004252,2840
"554","Argentina",2002,"male","55-74",615,2387478,25.76,NA,97724004252,2840
"555","Argentina",2002,"male","15-24",542,3331708,16.27,NA,97724004252,2840
"556","Argentina",2002,"male","25-34",412,2758283,14.94,NA,97724004252,2840
"557","Argentina",2002,"male","35-54",619,4191889,14.77,NA,97724004252,2840
"558","Argentina",2002,"female","55-74",179,2819507,6.35,NA,97724004252,2840
"559","Argentina",2002,"female","75+",58,1012399,5.73,NA,97724004252,2840
"560","Argentina",2002,"female","15-24",158,3263542,4.84,NA,97724004252,2840
"561","Argentina",2002,"female","35-54",194,4355651,4.45,NA,97724004252,2840
"562","Argentina",2002,"female","25-34",91,2772560,3.28,NA,97724004252,2840
"563","Argentina",2002,"male","5-14",37,3529201,1.05,NA,97724004252,2840
"564","Argentina",2002,"female","5-14",23,3418842,0.67,NA,97724004252,2840
"565","Argentina",2003,"male","75+",272,581842,46.75,NA,127586973492,3668
"566","Argentina",2003,"male","55-74",577,2420864,23.83,NA,127586973492,3668
"567","Argentina",2003,"male","15-24",638,3331226,19.15,NA,127586973492,3668
"568","Argentina",2003,"male","25-34",456,2845955,16.02,NA,127586973492,3668
"569","Argentina",2003,"male","35-54",625,4237124,14.75,NA,127586973492,3668
"570","Argentina",2003,"female","75+",68,1044188,6.51,NA,127586973492,3668
"571","Argentina",2003,"female","15-24",179,3258029,5.49,NA,127586973492,3668
"572","Argentina",2003,"female","55-74",147,2854473,5.15,NA,127586973492,3668
"573","Argentina",2003,"female","35-54",196,4402438,4.45,NA,127586973492,3668
"574","Argentina",2003,"female","25-34",69,2859003,2.41,NA,127586973492,3668
"575","Argentina",2003,"male","5-14",37,3531507,1.05,NA,127586973492,3668
"576","Argentina",2003,"female","5-14",25,3419258,0.73,NA,127586973492,3668
"577","Argentina",2004,"male","75+",227,593409,38.25,NA,164657930453,4683
"578","Argentina",2004,"male","55-74",500,2459960,20.33,NA,164657930453,4683
"579","Argentina",2004,"male","15-24",653,3333328,19.59,NA,164657930453,4683
"580","Argentina",2004,"male","25-34",445,2930079,15.19,NA,164657930453,4683
"581","Argentina",2004,"male","35-54",599,4284709,13.98,NA,164657930453,4683
"582","Argentina",2004,"female","15-24",159,3255244,4.88,NA,164657930453,4683
"583","Argentina",2004,"female","55-74",136,2895423,4.7,NA,164657930453,4683
"584","Argentina",2004,"female","75+",50,1073648,4.66,NA,164657930453,4683
"585","Argentina",2004,"female","35-54",185,4450210,4.16,NA,164657930453,4683
"586","Argentina",2004,"female","25-34",99,2940630,3.37,NA,164657930453,4683
"587","Argentina",2004,"male","5-14",43,3530061,1.22,NA,164657930453,4683
"588","Argentina",2004,"female","5-14",25,3416244,0.73,NA,164657930453,4683
"589","Argentina",2005,"male","75+",225,601176,37.43,0.775,198737095012,5590
"590","Argentina",2005,"male","55-74",489,2505136,19.52,0.775,198737095012,5590
"591","Argentina",2005,"male","15-24",638,3343414,19.08,0.775,198737095012,5590
"592","Argentina",2005,"male","25-34",451,3004991,15.01,0.775,198737095012,5590
"593","Argentina",2005,"male","35-54",539,4336453,12.43,0.775,198737095012,5590
"594","Argentina",2005,"female","55-74",161,2943135,5.47,0.775,198737095012,5590
"595","Argentina",2005,"female","75+",59,1101024,5.36,0.775,198737095012,5590
"596","Argentina",2005,"female","15-24",148,3260468,4.54,0.775,198737095012,5590
"597","Argentina",2005,"female","35-54",171,4500787,3.8,0.775,198737095012,5590
"598","Argentina",2005,"female","25-34",104,3011376,3.45,0.775,198737095012,5590
"599","Argentina",2005,"male","5-14",52,3528848,1.47,0.775,198737095012,5590
"600","Argentina",2005,"female","5-14",21,3413809,0.62,0.775,198737095012,5590
"601","Argentina",2006,"male","75+",246,620010,39.68,NA,232557260817,6475
"602","Argentina",2006,"male","15-24",656,3357424,19.54,NA,232557260817,6475
"603","Argentina",2006,"male","55-74",487,2540712,19.17,NA,232557260817,6475
"604","Argentina",2006,"male","25-34",483,3068991,15.74,NA,232557260817,6475
"605","Argentina",2006,"male","35-54",585,4383730,13.34,NA,232557260817,6475
